corpus,run,fold,score
colt,2,6,0.75396825396825395
colt,2,7,0.73809523809523814
colt,2,8,0.75396825396825395
colt,2,9,0.69841269841269837
colt,3,0,0.76190476190476186
colt,3,1,0.74603174603174605
colt,3,2,0.73015873015873012
colt,3,3,0.80158730158730163
colt,3,4,0.66141732283464572
colt,3,5,0.73015873015873012
colt,3,6,0.76984126984126988
colt,3,7,0.76190476190476186
colt,3,8,0.74603174603174605
colt,3,9,0.73809523809523814
colt,4,0,0.75396825396825395
colt,4,1,0.77777777777777779
colt,4,2,0.7142857142857143
colt,4,3,0.73015873015873012
colt,4,4,0.67716535433070868
colt,4,5,0.73015873015873012
colt,4,6,0.69047619047619047
colt,4,7,0.74603174603174605
colt,4,8,0.76190476190476186
colt,4,9,0.79365079365079361
colt,5,0,0.79365079365079361
colt,5,1,0.73809523809523814
colt,5,2,0.7142857142857143
colt,5,3,0.69047619047619047
colt,5,4,0.70866141732283461
colt,5,5,0.80952380952380953
colt,5,6,0.73015873015873012
colt,5,7,0.77777777777777779
colt,5,8,0.75396825396825395
colt,5,9,0.7142857142857143
colt,6,0,0.72222222222222221
colt,6,1,0.75396825396825395
colt,6,2,0.77777777777777779
colt,6,3,0.74603174603174605
colt,6,4,0.71653543307086609
colt,6,5,0.73015873015873012
colt,6,6,0.74603174603174605
colt,6,7,0.73015873015873012
colt,6,8,0.76984126984126988
colt,6,9,0.73809523809523814
colt,7,0,0.70634920634920639
colt,7,1,0.74603174603174605
colt,7,2,0.7857142857142857
colt,7,3,0.74603174603174605
colt,7,4,0.74015748031496065
colt,7,5,0.74603174603174605
colt,7,6,0.70634920634920639
colt,7,7,0.74603174603174605
colt,7,8,0.7142857142857143
colt,7,9,0.74603174603174605
colt,8,0,0.7857142857142857
colt,8,1,0.70634920634920639
colt,8,2,0.72222222222222221
colt,8,3,0.75396825396825395
colt,8,4,0.74015748031496065
colt,8,5,0.73015873015873012
colt,8,6,0.75396825396825395
colt,8,7,0.74603174603174605
colt,8,8,0.73809523809523814
colt,8,9,0.73015873015873012
colt,9,0,0.80158730158730163
colt,9,1,0.77777777777777779
colt,9,2,0.76190476190476186
colt,9,3,0.70634920634920639
colt,9,4,0.71653543307086609
colt,9,5,0.70634920634920639
colt,9,6,0.7857142857142857
colt,9,7,0.74603174603174605
colt,9,8,0.76190476190476186
colt,9,9,0.72222222222222221
colt,10,0,0.74603174603174605
colt,10,1,0.75396825396825395
colt,10,2,0.72222222222222221
colt,10,3,0.76190476190476186
colt,10,4,0.77165354330708658
colt,10,5,0.7142857142857143
colt,10,6,0.75396825396825395
colt,10,7,0.79365079365079361
colt,10,8,0.7142857142857143
colt,10,9,0.74603174603174605
colt,11,0,0.7142857142857143
colt,11,1,0.70634920634920639
colt,11,2,0.79365079365079361
colt,11,3,0.76190476190476186
colt,11,4,0.79527559055118113
colt,11,5,0.76190476190476186
colt,11,6,0.67460317460317465
colt,11,7,0.69841269841269837
colt,11,8,0.77777777777777779
colt,11,9,0.75396825396825395
colt,12,0,0.81746031746031744
colt,12,1,0.74603174603174605
colt,12,2,0.7142857142857143
colt,12,3,0.7142857142857143
colt,12,4,0.78740157480314965
colt,12,5,0.70634920634920639
colt,12,6,0.69841269841269837
colt,12,7,0.80158730158730163
colt,12,8,0.7142857142857143
colt,12,9,0.73015873015873012
colt,13,0,0.74603174603174605
colt,13,1,0.73015873015873012
colt,13,2,0.72222222222222221
colt,13,3,0.75396825396825395
colt,13,4,0.72440944881889768
colt,13,5,0.73015873015873012
colt,13,6,0.73809523809523814
colt,13,7,0.76984126984126988
colt,13,8,0.72222222222222221
colt,13,9,0.73809523809523814
colt,14,0,0.75396825396825395
colt,14,1,0.73809523809523814
colt,14,2,0.72222222222222221
colt,14,3,0.7857142857142857
colt,14,4,0.74015748031496065
colt,14,5,0.76984126984126988
colt,14,6,0.76190476190476186
colt,14,7,0.76190476190476186
colt,14,8,0.7857142857142857
colt,14,9,0.68253968253968256
colt,15,0,0.72222222222222221
colt,15,1,0.75396825396825395
colt,15,2,0.74603174603174605
colt,15,3,0.75396825396825395
colt,15,4,0.77952755905511806
colt,15,5,0.68253968253968256
colt,15,6,0.76190476190476186
colt,15,7,0.74603174603174605
colt,15,8,0.72222222222222221
colt,15,9,0.68253968253968256
colt,16,0,0.76984126984126988
colt,16,1,0.73809523809523814
colt,16,2,0.73809523809523814
colt,16,3,0.76190476190476186
colt,16,4,0.77952755905511806
colt,16,5,0.67460317460317465
colt,16,6,0.76984126984126988
colt,16,7,0.77777777777777779
colt,16,8,0.65873015873015872
colt,16,9,0.73809523809523814
colt,17,0,0.81746031746031744
colt,17,1,0.73809523809523814
colt,17,2,0.73015873015873012
colt,17,3,0.76190476190476186
colt,17,4,0.69291338582677164
colt,17,5,0.7857142857142857
colt,17,6,0.75396825396825395
colt,17,7,0.70634920634920639
colt,17,8,0.74603174603174605
colt,17,9,0.76190476190476186
colt,18,0,0.66666666666666663
colt,18,1,0.75396825396825395
colt,18,2,0.73015873015873012
colt,18,3,0.80158730158730163
colt,18,4,0.74015748031496065
colt,18,5,0.65079365079365081
colt,18,6,0.79365079365079361
colt,18,7,0.76984126984126988
colt,18,8,0.82539682539682535
colt,18,9,0.76984126984126988
colt,19,0,0.74603174603174605
colt,19,1,0.77777777777777779
colt,19,2,0.73809523809523814
colt,19,3,0.74603174603174605
colt,19,4,0.77165354330708658
colt,19,5,0.69841269841269837
colt,19,6,0.73015873015873012
colt,19,7,0.72222222222222221
colt,19,8,0.73809523809523814
colt,19,9,0.76984126984126988
colt,20,0,0.74603174603174605
colt,20,1,0.73809523809523814
colt,20,2,0.75396825396825395
colt,20,3,0.74603174603174605
colt,20,4,0.76377952755905509
colt,20,5,0.75396825396825395
colt,20,6,0.74603174603174605
colt,20,7,0.73809523809523814
colt,20,8,0.72222222222222221
colt,20,9,0.73809523809523814
colt,21,0,0.69047619047619047
colt,21,1,0.74603174603174605
colt,21,2,0.74603174603174605
colt,21,3,0.7142857142857143
colt,21,4,0.75590551181102361
colt,21,5,0.7142857142857143
colt,21,6,0.75396825396825395
colt,21,7,0.72222222222222221
colt,21,8,0.76190476190476186
colt,21,9,0.80158730158730163
colt,22,0,0.76190476190476186
colt,22,1,0.76984126984126988
colt,22,2,0.76190476190476186
colt,22,3,0.73809523809523814
colt,22,4,0.72440944881889768
colt,22,5,0.73015873015873012
colt,22,6,0.68253968253968256
colt,22,7,0.76984126984126988
colt,22,8,0.76984126984126988
colt,22,9,0.72222222222222221
colt,23,0,0.69841269841269837
colt,23,1,0.69047619047619047
colt,23,2,0.77777777777777779
colt,23,3,0.79365079365079361
colt,23,4,0.77165354330708658
colt,23,5,0.73015873015873012
colt,23,6,0.76984126984126988
colt,23,7,0.73015873015873012
colt,23,8,0.74603174603174605
colt,23,9,0.73015873015873012
colt,24,0,0.72222222222222221
colt,24,1,0.79365079365079361
colt,24,2,0.77777777777777779
colt,24,3,0.77777777777777779
colt,24,4,0.68503937007874016
colt,24,5,0.69047619047619047
colt,24,6,0.77777777777777779
colt,24,7,0.76984126984126988
colt,24,8,0.7142857142857143
colt,24,9,0.74603174603174605
fisher1,0,0,0.79363714531384355
fisher1,0,1,0.78865979381443296
fisher1,0,2,0.78847807394668956
fisher1,0,3,0.79725085910652926
fisher1,0,4,0.7867583834909716
fisher1,0,5,0.79793637145313845
fisher1,0,6,0.78780068728522334
fisher1,0,7,0.79621668099742049
fisher1,0,8,0.80240549828178698
fisher1,0,9,0.80567497850386927
fisher1,1,0,0.78933791917454854
fisher1,1,1,0.79982817869415812
fisher1,1,2,0.80739466895958723
fisher1,1,3,0.79295532646048106
fisher1,1,4,0.7867583834909716
fisher1,1,5,0.77042132416165088
fisher1,1,6,0.78694158075601373
fisher1,1,7,0.8091143594153053
fisher1,1,8,0.79639175257731953
fisher1,1,9,0.80997420464316428
fisher1,2,0,0.80223559759243335
fisher1,2,1,0.79123711340206182
fisher1,2,2,0.78417884780739466
fisher1,2,3,0.80240549828178698
fisher1,2,4,0.80223559759243335
fisher1,2,5,0.80137575236457437
fisher1,2,6,0.8127147766323024
fisher1,2,7,0.78933791917454854
fisher1,2,8,0.79209621993127144
fisher1,2,9,0.77815993121238181
fisher1,3,0,0.80739466895958723
fisher1,3,1,0.77147766323024058
fisher1,3,2,0.80051590713671539
fisher1,3,3,0.79123711340206182
fisher1,3,4,0.79879621668099743
fisher1,3,5,0.79879621668099743
fisher1,3,6,0.79553264604810991
fisher1,3,7,0.80997420464316428
fisher1,3,8,0.80412371134020622
fisher1,3,9,0.78159931212381772
fisher1,4,0,0.7824591573516767
fisher1,4,1,0.79123711340206182
fisher1,4,2,0.79621668099742049
fisher1,4,3,0.79725085910652926
fisher1,4,4,0.79019776440240752
fisher1,4,5,0.7824591573516767
fisher1,4,6,0.7903780068728522
fisher1,4,7,0.80653482373172825
fisher1,4,8,0.80154639175257736
fisher1,4,9,0.80567497850386927
fisher1,5,0,0.78073946689595874
fisher1,5,1,0.8032646048109966
fisher1,5,2,0.80567497850386927
fisher1,5,3,0.80670103092783507
fisher1,5,4,0.75150472914875321
fisher1,5,5,0.79793637145313845
fisher1,5,6,0.79295532646048106
fisher1,5,7,0.79793637145313845
fisher1,5,8,0.79639175257731953
fisher1,5,9,0.80051590713671539
fisher1,6,0,0.81169389509888223
fisher1,6,1,0.78178694158075601
fisher1,6,2,0.78589853826311262
fisher1,6,3,0.78436426116838487
fisher1,6,4,0.79879621668099743
fisher1,6,5,0.78761822871883058
fisher1,6,6,0.79209621993127144
fisher1,6,7,0.79707652622527947
fisher1,6,8,0.79381443298969068
fisher1,6,9,0.81427343078245917
fisher1,7,0,0.77558039552880487
fisher1,7,1,0.7989690721649485
fisher1,7,2,0.77558039552880487
fisher1,7,3,0.78006872852233677
fisher1,7,4,0.80051590713671539
fisher1,7,5,0.7824591573516767
fisher1,7,6,0.80927835051546393
fisher1,7,7,0.8082545141874462
fisher1,7,8,0.7946735395189003
fisher1,7,9,0.80223559759243335
fisher1,8,0,0.77901977644024079
fisher1,8,1,0.79810996563573888
fisher1,8,2,0.79191745485812559
fisher1,8,3,0.77577319587628868
fisher1,8,4,0.78417884780739466
fisher1,8,5,0.81083404987102325
fisher1,8,6,0.78865979381443296
fisher1,8,7,0.81427343078245917
fisher1,8,8,0.79381443298969068
fisher1,8,9,0.78503869303525364
fisher1,9,0,0.80739466895958723
fisher1,9,1,0.79295532646048106
fisher1,9,2,0.79707652622527947
fisher1,9,3,0.78350515463917525
fisher1,9,4,0.80567497850386927
fisher1,9,5,0.78589853826311262
fisher1,9,6,0.78092783505154639
fisher1,9,7,0.7910576096302665
fisher1,9,8,0.80412371134020622
fisher1,9,9,0.80223559759243335
fisher1,10,0,0.7867583834909716
fisher1,10,1,0.8170103092783505
fisher1,10,2,0.79793637145313845
fisher1,10,3,0.78264604810996563
fisher1,10,4,0.80223559759243335
fisher1,10,5,0.79621668099742049
fisher1,10,6,0.79725085910652926
fisher1,10,7,0.78073946689595874
fisher1,10,8,0.78951890034364258
fisher1,10,9,0.79621668099742049
fisher1,11,0,0.81255374032674121
fisher1,11,1,0.79553264604810991
fisher1,11,2,0.8091143594153053
fisher1,11,3,0.79381443298969068
fisher1,11,4,0.77987962166809977
fisher1,11,5,0.7910576096302665
fisher1,11,6,0.79553264604810991
fisher1,11,7,0.78331900257953568
fisher1,11,8,0.79295532646048106
fisher1,11,9,0.78503869303525364
fisher1,12,0,0.78933791917454854
fisher1,12,1,0.7989690721649485
fisher1,12,2,0.78073946689595874
fisher1,12,3,0.7989690721649485
fisher1,12,4,0.80481513327601029
fisher1,12,5,0.78933791917454854
fisher1,12,6,0.7903780068728522
fisher1,12,7,0.79621668099742049
fisher1,12,8,0.79381443298969068
fisher1,12,9,0.79363714531384355
fisher1,13,0,0.80395528804815131
fisher1,13,1,0.81786941580756012
fisher1,13,2,0.79363714531384355
fisher1,13,3,0.77835051546391754
fisher1,13,4,0.80051590713671539
fisher1,13,5,0.79363714531384355
fisher1,13,6,0.78436426116838487
fisher1,13,7,0.79191745485812559
fisher1,13,8,0.79209621993127144
fisher1,13,9,0.78417884780739466
fisher1,14,0,0.81513327601031815
fisher1,14,1,0.77577319587628868
fisher1,14,2,0.79019776440240752
fisher1,14,3,0.79725085910652926
fisher1,14,4,0.80137575236457437
fisher1,14,5,0.79191745485812559
fisher1,14,6,0.78951890034364258
fisher1,14,7,0.79793637145313845
fisher1,14,8,0.78865979381443296
fisher1,14,9,0.78589853826311262
fisher1,15,0,0.80051590713671539
fisher1,15,1,0.80670103092783507
fisher1,15,2,0.77987962166809977
fisher1,15,3,0.78951890034364258
fisher1,15,4,0.79277730008598457
fisher1,15,5,0.79449699054170253
fisher1,15,6,0.79381443298969068
fisher1,15,7,0.80653482373172825
fisher1,15,8,0.78865979381443296
fisher1,15,9,0.78847807394668956
fisher1,16,0,0.80051590713671539
fisher1,16,1,0.79725085910652926
fisher1,16,2,0.78331900257953568
fisher1,16,3,0.79381443298969068
fisher1,16,4,0.75838349097162516
fisher1,16,5,0.79879621668099743
fisher1,16,6,0.8032646048109966
fisher1,16,7,0.79019776440240752
fisher1,16,8,0.82130584192439859
fisher1,16,9,0.78933791917454854
fisher1,17,0,0.78761822871883058
fisher1,17,1,0.77491408934707906
fisher1,17,2,0.78761822871883058
fisher1,17,3,0.81443298969072164
fisher1,17,4,0.80481513327601029
fisher1,17,5,0.78589853826311262
fisher1,17,6,0.78092783505154639
fisher1,17,7,0.80309544282029233
fisher1,17,8,0.79639175257731953
fisher1,17,9,0.79879621668099743
fisher1,18,0,0.7824591573516767
fisher1,18,1,0.80412371134020622
fisher1,18,2,0.80137575236457437
fisher1,18,3,0.81615120274914088
fisher1,18,4,0.79535683576956151
fisher1,18,5,0.80223559759243335
fisher1,18,6,0.78006872852233677
fisher1,18,7,0.80223559759243335
fisher1,18,8,0.78694158075601373
fisher1,18,9,0.76784178847807394
fisher1,19,0,0.81771281169389509
fisher1,19,1,0.7637457044673539
fisher1,19,2,0.80051590713671539
fisher1,19,3,0.79123711340206182
fisher1,19,4,0.78159931212381772
fisher1,19,5,0.81857265692175407
fisher1,19,6,0.79725085910652926
fisher1,19,7,0.78159931212381772
fisher1,19,8,0.81615120274914088
fisher1,19,9,0.80137575236457437
fisher1,20,0,0.81341358555460019
fisher1,20,1,0.8170103092783505
fisher1,20,2,0.79707652622527947
fisher1,20,3,0.78436426116838487
fisher1,20,4,0.79965606190885641
fisher1,20,5,0.78933791917454854
fisher1,20,6,0.76116838487972505
fisher1,20,7,0.79363714531384355
fisher1,20,8,0.7766323024054983
fisher1,20,9,0.79535683576956151
fisher1,21,0,0.80137575236457437
fisher1,21,1,0.7989690721649485
fisher1,21,2,0.7824591573516767
fisher1,21,3,0.80670103092783507
fisher1,21,4,0.77214101461736884
fisher1,21,5,0.79707652622527947
fisher1,21,6,0.80498281786941583
fisher1,21,7,0.78503869303525364
fisher1,21,8,0.80927835051546393
fisher1,21,9,0.77815993121238181
fisher1,22,0,0.80309544282029233
fisher1,22,1,0.78178694158075601
fisher1,22,2,0.7867583834909716
fisher1,22,3,0.79123711340206182
fisher1,22,4,0.80997420464316428
fisher1,22,5,0.78589853826311262
fisher1,22,6,0.80841924398625431
fisher1,22,7,0.78847807394668956
fisher1,22,8,0.7766323024054983
fisher1,22,9,0.78933791917454854
fisher1,23,0,0.78589853826311262
fisher1,23,1,0.80584192439862545
fisher1,23,2,0.7910576096302665
fisher1,23,3,0.76890034364261173
fisher1,23,4,0.80051590713671539
fisher1,23,5,0.81169389509888223
fisher1,23,6,0.80240549828178698
fisher1,23,7,0.81083404987102325
fisher1,23,8,0.77577319587628868
fisher1,23,9,0.78503869303525364
fisher1,24,0,0.81599312123817713
fisher1,24,1,0.79295532646048106
fisher1,24,2,0.76354256233877904
fisher1,24,3,0.7946735395189003
fisher1,24,4,0.78933791917454854
fisher1,24,5,0.78761822871883058
fisher1,24,6,0.81443298969072164
fisher1,24,7,0.80395528804815131
fisher1,24,8,0.7946735395189003
fisher1,24,9,0.80395528804815131
wellington,0,0,0.72463768115942029
wellington,0,1,0.77142857142857146
wellington,0,2,0.72463768115942029
wellington,0,3,0.73913043478260865
wellington,0,4,0.75714285714285712
wellington,0,5,0.78260869565217395
wellington,0,6,0.79710144927536231
wellington,0,7,0.85507246376811596
wellington,0,8,0.80000000000000004
wellington,0,9,0.69565217391304346
wellington,1,0,0.78260869565217395
wellington,1,1,0.80000000000000004
wellington,1,2,0.71014492753623193
wellington,1,3,0.76811594202898548
wellington,1,4,0.7857142857142857
wellington,1,5,0.81159420289855078
wellington,1,6,0.84057971014492749
wellington,1,7,0.75362318840579712
wellington,1,8,0.72857142857142854
wellington,1,9,0.75362318840579712
wellington,2,0,0.84057971014492749
wellington,2,1,0.74285714285714288
wellington,2,2,0.71014492753623193
wellington,2,3,0.76811594202898548
wellington,2,4,0.82857142857142863
wellington,2,5,0.73913043478260865
wellington,2,6,0.78260869565217395
wellington,2,7,0.78260869565217395
wellington,2,8,0.8571428571428571
wellington,2,9,0.71014492753623193
wellington,3,0,0.82608695652173914
wellington,3,1,0.77142857142857146
wellington,3,2,0.79710144927536231
wellington,3,3,0.81159420289855078
wellington,3,4,0.69999999999999996
wellington,3,5,0.76811594202898548
wellington,3,6,0.73913043478260865
wellington,3,7,0.82608695652173914
wellington,3,8,0.75714285714285712
wellington,3,9,0.71014492753623193
wellington,4,0,0.75362318840579712
wellington,4,1,0.72857142857142854
wellington,4,2,0.84057971014492749
wellington,4,3,0.81159420289855078
wellington,4,4,0.72857142857142854
wellington,4,5,0.72463768115942029
wellington,4,6,0.85507246376811596
wellington,4,7,0.82608695652173914
wellington,4,8,0.81428571428571428
wellington,4,9,0.73913043478260865
wellington,5,0,0.66666666666666663
wellington,5,1,0.84285714285714286
wellington,5,2,0.76811594202898548
wellington,5,3,0.73913043478260865
wellington,5,4,0.74285714285714288
wellington,5,5,0.89855072463768115
wellington,5,6,0.78260869565217395
wellington,5,7,0.75362318840579712
wellington,5,8,0.7142857142857143
wellington,5,9,0.75362318840579712
wellington,6,0,0.71014492753623193
wellington,6,1,0.82857142857142863
wellington,6,2,0.65217391304347827
wellington,6,3,0.79710144927536231
wellington,6,4,0.84285714285714286
wellington,6,5,0.72463768115942029
wellington,6,6,0.79710144927536231
wellington,6,7,0.76811594202898548
wellington,6,8,0.7857142857142857
wellington,6,9,0.79710144927536231
wellington,7,0,0.72463768115942029
wellington,7,1,0.74285714285714288
wellington,7,2,0.79710144927536231
wellington,7,3,0.75362318840579712
wellington,7,4,0.81428571428571428
wellington,7,5,0.75362318840579712
wellington,7,6,0.86956521739130432
wellington,7,7,0.84057971014492749
wellington,7,8,0.75714285714285712
wellington,7,9,0.72463768115942029
wellington,8,0,0.82608695652173914
wellington,8,1,0.7857142857142857
wellington,8,2,0.76811594202898548
wellington,8,3,0.72463768115942029
wellington,8,4,0.77142857142857146
wellington,8,5,0.84057971014492749
wellington,8,6,0.75362318840579712
wellington,8,7,0.82608695652173914
wellington,8,8,0.77142857142857146
wellington,8,9,0.79710144927536231
wellington,9,0,0.81159420289855078
wellington,9,1,0.7857142857142857
wellington,9,2,0.76811594202898548
wellington,9,3,0.78260869565217395
wellington,9,4,0.72857142857142854
wellington,9,5,0.76811594202898548
wellington,9,6,0.79710144927536231
wellington,9,7,0.76811594202898548
wellington,9,8,0.80000000000000004
wellington,9,9,0.75362318840579712
wellington,10,0,0.81159420289855078
wellington,10,1,0.80000000000000004
wellington,10,2,0.73913043478260865
wellington,10,3,0.76811594202898548
wellington,10,4,0.84285714285714286
wellington,10,5,0.69565217391304346
wellington,10,6,0.84057971014492749
wellington,10,7,0.75362318840579712
wellington,10,8,0.77142857142857146
wellington,10,9,0.81159420289855078
wellington,11,0,0.81159420289855078
wellington,11,1,0.7857142857142857
wellington,11,2,0.88405797101449279
wellington,11,3,0.72463768115942029
wellington,11,4,0.80000000000000004
wellington,11,5,0.75362318840579712
wellington,11,6,0.71014492753623193
wellington,11,7,0.69565217391304346
wellington,11,8,0.74285714285714288
wellington,11,9,0.76811594202898548
wellington,12,0,0.76811594202898548
wellington,12,1,0.77142857142857146
wellington,12,2,0.78260869565217395
wellington,12,3,0.72463768115942029
wellington,12,4,0.84285714285714286
wellington,12,5,0.73913043478260865
wellington,12,6,0.73913043478260865
wellington,12,7,0.71014492753623193
wellington,12,8,0.77142857142857146
wellington,12,9,0.81159420289855078
wellington,13,0,0.75362318840579712
wellington,13,1,0.67142857142857137
wellington,13,2,0.75362318840579712
wellington,13,3,0.79710144927536231
wellington,13,4,0.8571428571428571
wellington,13,5,0.88405797101449279
wellington,13,6,0.72463768115942029
wellington,13,7,0.73913043478260865
wellington,13,8,0.74285714285714288
wellington,13,9,0.82608695652173914
wellington,14,0,0.69565217391304346
wellington,14,1,0.80000000000000004
wellington,14,2,0.81159420289855078
wellington,14,3,0.78260869565217395
wellington,14,4,0.75714285714285712
wellington,14,5,0.88405797101449279
wellington,14,6,0.76811594202898548
wellington,14,7,0.78260869565217395
wellington,14,8,0.80000000000000004
wellington,14,9,0.72463768115942029
wellington,15,0,0.79710144927536231
wellington,15,1,0.7857142857142857
wellington,15,2,0.88405797101449279
wellington,15,3,0.76811594202898548
wellington,15,4,0.74285714285714288
wellington,15,5,0.75362318840579712
wellington,15,6,0.82608695652173914
wellington,15,7,0.73913043478260865
wellington,15,8,0.69999999999999996
wellington,15,9,0.81159420289855078
wellington,16,0,0.72463768115942029
wellington,16,1,0.81428571428571428
wellington,16,2,0.79710144927536231
wellington,16,3,0.84057971014492749
wellington,16,4,0.75714285714285712
wellington,16,5,0.71014492753623193
wellington,16,6,0.73913043478260865
wellington,16,7,0.78260869565217395
wellington,16,8,0.80000000000000004
wellington,16,9,0.84057971014492749
wellington,17,0,0.78260869565217395
wellington,17,1,0.7857142857142857
wellington,17,2,0.75362318840579712
wellington,17,3,0.84057971014492749
wellington,17,4,0.81428571428571428
wellington,17,5,0.76811594202898548
wellington,17,6,0.6811594202898551
wellington,17,7,0.73913043478260865
wellington,17,8,0.81428571428571428
wellington,17,9,0.82608695652173914
wellington,18,0,0.6811594202898551
wellington,18,1,0.82857142857142863
wellington,18,2,0.85507246376811596
wellington,18,3,0.82608695652173914
wellington,18,4,0.69999999999999996
wellington,18,5,0.81159420289855078
wellington,18,6,0.81159420289855078
wellington,18,7,0.73913043478260865
wellington,18,8,0.82857142857142863
wellington,18,9,0.71014492753623193
wellington,19,0,0.81159420289855078
wellington,19,1,0.8571428571428571
wellington,19,2,0.84057971014492749
wellington,19,3,0.81159420289855078
wellington,19,4,0.82857142857142863
wellington,19,5,0.66666666666666663
wellington,19,6,0.81159420289855078
wellington,19,7,0.73913043478260865
wellington,19,8,0.7142857142857143
wellington,19,9,0.66666666666666663
wellington,20,0,0.78260869565217395
wellington,20,1,0.84285714285714286
wellington,20,2,0.79710144927536231
wellington,20,3,0.82608695652173914
wellington,20,4,0.7857142857142857
wellington,20,5,0.78260869565217395
wellington,20,6,0.78260869565217395
wellington,20,7,0.75362318840579712
wellington,20,8,0.75714285714285712
wellington,20,9,0.73913043478260865
wellington,21,0,0.79710144927536231
wellington,21,1,0.80000000000000004
wellington,21,2,0.71014492753623193
wellington,21,3,0.75362318840579712
wellington,21,4,0.75714285714285712
wellington,21,5,0.79710144927536231
wellington,21,6,0.76811594202898548
wellington,21,7,0.75362318840579712
wellington,21,8,0.87142857142857144
wellington,21,9,0.72463768115942029
wellington,22,0,0.73913043478260865
wellington,22,1,0.69999999999999996
wellington,22,2,0.81159420289855078
wellington,22,3,0.84057971014492749
wellington,22,4,0.69999999999999996
wellington,22,5,0.76811594202898548
wellington,22,6,0.76811594202898548
wellington,22,7,0.79710144927536231
wellington,22,8,0.80000000000000004
wellington,22,9,0.85507246376811596
wellington,23,0,0.86956521739130432
wellington,23,1,0.72857142857142854
wellington,23,2,0.79710144927536231
wellington,23,3,0.78260869565217395
wellington,23,4,0.84285714285714286
wellington,23,5,0.72463768115942029
wellington,23,6,0.73913043478260865
wellington,23,7,0.75362318840579712
wellington,23,8,0.77142857142857146
wellington,23,9,0.72463768115942029
wellington,24,0,0.72463768115942029
wellington,24,1,0.7857142857142857
wellington,24,2,0.71014492753623193
wellington,24,3,0.82608695652173914
wellington,24,4,0.7857142857142857
wellington,24,5,0.71014492753623193
wellington,24,6,0.79710144927536231
wellington,24,7,0.81159420289855078
wellington,24,8,0.7857142857142857
wellington,24,9,0.82608695652173914
all_together,0,0,0.73498817966903074
all_together,0,1,0.74391109009222034
all_together,0,2,0.73026004728132388
all_together,0,3,0.73374320170253016
all_together,0,4,0.7295508274231679
all_together,0,5,0.73421612674391112
all_together,0,6,0.73167848699763594
all_together,0,7,0.73303381414045876
all_together,0,8,0.74278959810874701
all_together,0,9,0.73137857649562543
all_together,1,0,0.73380614657210397
all_together,1,1,0.72546701347836373
all_together,1,2,0.73073286052009456
all_together,1,3,0.74840387798533936
all_together,1,4,0.74018912529550829
all_together,1,5,0.73610782690943488
all_together,1,6,0.73687943262411348
all_together,1,7,0.73847245211633961
all_together,1,8,0.72765957446808516
all_together,1,9,0.73137857649562543
all_together,2,0,0.73546099290780143
all_together,2,1,0.72759517616457792
all_together,2,2,0.73191489361702122
all_together,2,3,0.73634428943012531
all_together,2,4,0.73593380614657211
all_together,2,5,0.73327027666114919
all_together,2,6,0.73877068557919623
all_together,2,7,0.74036415228186336
all_together,2,8,0.73498817966903074
all_together,2,9,0.731142113974935
all_together,3,0,0.73238770685579191
all_together,3,1,0.7245211633956018
all_together,3,2,0.72671394799054378
all_together,3,3,0.75147789075431548
all_together,3,4,0.74420803782505907
all_together,3,5,0.73492551430598252
all_together,3,6,0.72222222222222221
all_together,3,7,0.74154646488531573
all_together,3,8,0.72978723404255319
all_together,3,9,0.74178292740600615
all_together,4,0,0.74137115839243495
all_together,4,1,0.74367462757152991
all_together,4,2,0.72411347517730495
all_together,4,3,0.73941830219910143
all_together,4,4,0.73049645390070927
all_together,4,5,0.73941830219910143
all_together,4,6,0.72978723404255319
all_together,4,7,0.73941830219910143
all_together,4,8,0.74373522458628838
all_together,4,9,0.72026483802317331
all_together,5,0,0.74208037825059103
all_together,5,1,0.72617640104043513
all_together,5,2,0.73806146572104014
all_together,5,3,0.74107353984393476
all_together,5,4,0.73900709219858152
all_together,5,5,0.73445258926460155
all_together,5,6,0.73427895981087465
all_together,5,7,0.72073776306455428
all_together,5,8,0.73758865248226946
all_together,5,9,0.73870891463703003
all_together,6,0,0.74231678486997632
all_together,6,1,0.73941830219910143
all_together,6,2,0.71134751773049643
all_together,6,3,0.72664932608181598
all_together,6,4,0.73380614657210397
all_together,6,5,0.73445258926460155
all_together,6,6,0.73806146572104014
all_together,6,7,0.7465121778198156
all_together,6,8,0.73664302600472809
all_together,6,9,0.73043272641286361
all_together,7,0,0.73546099290780143
all_together,7,1,0.74320170253014894
all_together,7,2,0.73333333333333328
all_together,7,3,0.73516197682667295
all_together,7,4,0.7262411347517731
all_together,7,5,0.73634428943012531
all_together,7,6,0.73120567375886525
all_together,7,7,0.7377630645542681
all_together,7,8,0.73758865248226946
all_together,7,9,0.73610782690943488
all_together,8,0,0.7465721040189125
all_together,8,1,0.75005911563017258
all_together,8,2,0.73167848699763594
all_together,8,3,0.739181839678411
all_together,8,4,0.72387706855791967
all_together,8,5,0.72593993851974459
all_together,8,6,0.7328605200945626
all_together,8,7,0.73799952707495864
all_together,8,8,0.7260047281323877
all_together,8,9,0.73374320170253016
all_together,9,0,0.73806146572104014
all_together,9,1,0.739181839678411
all_together,9,2,0.74704491725768318
all_together,9,3,0.73256088909907779
all_together,9,4,0.73404255319148937
all_together,9,5,0.72641286356112555
all_together,9,6,0.72695035460992907
